+10269753, Angelical, 23/06/2017, 2:28:43
+10269753, Angelical, 23/06/2017, 2:31:56
+10269753, Angelical, 23/06/2017, 2:33:19
+10269753, Angelical, 23/06/2017, 2:36:00
+10269753, Angelical, 23/06/2017, 2:37:17
+10269753, Angelical, 23/06/2017, 2:37:35
+10269753, Angelical, 23/06/2017, 2:39:43
+10269731, Angelical, 24/06/2017, 0:59:42
+10291341, Angelical, 24/06/2017, 1:07:50
+59796, Angelical, 24/06/2017, 1:17:50
+10351094, Angelical, 24/06/2017, 1:24:24
+60, Angelical, 24/06/2017, 1:29:24
+1773, Angelical, 24/06/2017, 1:44:24
+57, Angelical, 24/06/2017, 2:59:24
+498, Angelical, 24/06/2017, 3:29:24
+136700, Angelical, 24/06/2017, 11:56:53
+57818, Angelical, 24/06/2017, 12:01:53
+40137, Angelical, 24/06/2017, 12:16:53
+148756, Angelical, 24/06/2017, 12:21:53
+162217, Angelical, 24/06/2017, 12:26:53
+145696, Angelical, 24/06/2017, 12:31:53
+156052, Angelical, 24/06/2017, 12:36:53
+141621, Angelical, 24/06/2017, 12:41:53
+154691, Angelical, 24/06/2017, 12:46:53
+119655, Angelical, 24/06/2017, 12:51:53
+144187, Angelical, 24/06/2017, 12:56:53
+130012, Angelical, 24/06/2017, 13:01:53
+135160, Angelical, 24/06/2017, 13:06:53
+128265, Angelical, 24/06/2017, 13:11:53
+143820, Angelical, 24/06/2017, 13:16:53
+32285, Angelical, 24/06/2017, 13:21:53
